Feedback_ID,Date,Quarter,Client_Company,Industry,Region,Project_Type,Project_Manager,Project_Duration_Months,Contract_Value_INR,Client_Feedback,Star_Rating,NPS_Score,NPS_Category,SLA_Breached,Contract_Renewal
FB10944,2022-02-07,Q1-2022,PowerGen,Energy & Utilities,Delhi NCR,Digital Transformation,Rajesh Sharma,15,75125329.0,World class implementation team that delivered an innovative solution on time and within budget. Extremely satisfied with every aspect.,5,2,Detractor,No,Yes
FB10733,2022-05-01,Q2-2022,National Bank,Banking & Finance,Hyderabad,AI/ML Implementation,Amit Patel,3,360698795.0,Very satisfied with the project outcome. The implementation was smooth and post deployment support has been responsive and helpful.,4,7,Passive,No,Yes
FB10095,2023-07-20,Q3-2023,Apollo Hospitals,Healthcare,Mumbai,Data Analytics Platform,Rahul Gupta,29,51138555.0,Completely unacceptable performance. SLA breaches were constant and escalations to management produced no meaningful results.,1,1,Detractor,Yes,No
FB10563,2022-04-06,Q2-2022,GridTech,Energy & Utilities,Mumbai,Database Management,Divya Menon,22,164796816.0,Neither impressed nor disappointed. Project delivered with some compromise on scope and timeline. Results within acceptable range.,3,1,Detractor,No,No
FB10240,2023-11-01,Q4-2023,National Bank,Banking & Finance,Delhi NCR,DevOps Implementation,Rahul Gupta,25,63723418.0,Not happy with the project outcome. Key milestones were missed and quality of work did not match what was promised initially.,2,8,Passive,Yes,No
FB10742,2023-11-05,Q4-2023,SteelCorp,Manufacturing,Kolkata,ERP Implementation,Rahul Gupta,31,31344983.0,Strong delivery performance with good communication throughout. The solution has improved our operational efficiency significantly.,4,0,Detractor,No,Yes
FB10574,2023-03-31,Q1-2023,Global IT Corp,IT & Technology,Mumbai,Cloud Migration,Sneha Reddy,35,17342713.0,Completed the engagement as agreed but communication could have been more proactive throughout the project lifecycle.,3,8,Passive,No,Yes
FB10690,2022-03-13,Q1-2022,Tata Motors,Manufacturing,Kolkata,Network Infrastructure,Sneha Reddy,33,469845591.0,Satisfied with the engagement overall. The team showed dedication and the final solution is working well for our requirements.,4,2,Detractor,No,Yes
FB10460,2023-06-18,Q2-2023,OilCorp,Oil & Gas,Pune,AI/ML Implementation,Priya Nair,20,418261772.0,Decent technical work but project management needs significant improvement. Deliverables met basic standards nothing extraordinary.,3,9,Promoter,No,No
FB10553,2023-02-10,Q1-2023,SkyJet,Aviation,Hyderabad,Cybersecurity Solutions,Rahul Gupta,5,281061970.0,Decent technical work but project management needs significant improvement. Deliverables met basic standards nothing extraordinary.,3,3,Detractor,Yes,No
FB10888,2022-10-31,Q4-2022,Metro Bank,Banking & Finance,Chennai,ERP Implementation,Divya Menon,15,80076940.0,Incredible work by the entire project team. The digital transformation has completely revolutionized our business processes.,5,10,Promoter,No,Yes
FB10206,2022-02-21,Q1-2022,Fortis Healthcare,Healthcare,Mumbai,Database Management,Divya Menon,21,249972631.0,Poor project management led to significant delays and budget overruns. Final solution required considerable rework after delivery.,2,10,Promoter,Yes,No
FB10392,2023-06-18,Q2-2023,Fortis Healthcare,Healthcare,Pune,Application Development,Vikram Singh,28,294321142.0,Poor project management led to significant delays and budget overruns. Final solution required considerable rework after delivery.,2,0,Detractor,Yes,No
FB10794,2023-01-14,Q1-2023,Metro Bank,Banking & Finance,Hyderabad,IoT Solutions,Amit Patel,10,302792106.0,Good collaboration and project management. The solution delivered is robust and team provided excellent knowledge transfer.,4,1,Detractor,No,Yes
FB10397,2022-11-04,Q4-2022,AirExpress,Aviation,Hyderabad,DevOps Implementation,Divya Menon,13,421116154.0,Dissatisfied with the level of expertise demonstrated. Team could not handle the technical complexity of our requirements well.,2,8,Passive,Yes,Yes
FB10766,2023-07-22,Q3-2023,NationalAir,Aviation,Hyderabad,Application Development,Neha Joshi,21,23323521.0,Pleased with the overall project execution. The team was professional and deliverables met the agreed quality standards consistently.,4,7,Passive,No,Yes
FB10848,2023-10-23,Q4-2023,Apollo Hospitals,Healthcare,Kolkata,IT Managed Services,Arjun Mehta,35,190261715.0,Incredible work by the entire project team. The digital transformation has completely revolutionized our business processes.,5,2,Detractor,No,Yes
FB10217,2023-01-21,Q1-2023,NetCom,Telecom,Hyderabad,AI/ML Implementation,Pooja Iyer,23,478559319.0,The implementation caused significant issues for our business. Post deployment support has been inadequate and slow to respond.,2,7,Passive,Yes,No
FB10004,2023-01-23,Q1-2023,GridTech,Energy & Utilities,Mumbai,Application Development,Rahul Gupta,8,278260112.0,Terrible experience from start to finish. The team lacked basic technical knowledge and project outcome was a complete disaster.,1,10,Promoter,Yes,No
FB10768,2022-12-22,Q4-2022,City Bank,Banking & Finance,Pune,Application Development,Neha Joshi,31,350269648.0,Pleased with the overall project execution. The team was professional and deliverables met the agreed quality standards consistently.,4,2,Detractor,Yes,Yes
FB10642,2023-03-12,Q1-2023,TeleConnect,Telecom,Mumbai,IoT Solutions,Rahul Gupta,36,200188477.0,Very good project delivery with minor delays that were well communicated. The solution is working excellently and support is great.,4,7,Passive,Yes,Yes
FB10929,2023-11-26,Q4-2023,NetCom,Telecom,Chennai,Network Infrastructure,Divya Menon,33,495205578.0,Perfect delivery with zero issues during go live. The team demonstrated world class expertise and professionalism throughout the entire engagement.,5,6,Detractor,No,Yes
FB10612,2022-09-29,Q3-2022,Mahindra Group,Manufacturing,Bangalore,AI/ML Implementation,Rajesh Sharma,14,223084542.0,Very good project delivery with minor delays that were well communicated. The solution is working excellently and support is great.,4,3,Detractor,No,Yes
FB10738,2022-12-29,Q4-2022,Metro Bank,Banking & Finance,Chennai,AI/ML Implementation,Sneha Reddy,5,7653688.0,Highly satisfied with the overall engagement. The team showed strong technical capabilities and delivered a quality solution as promised.,4,4,Detractor,No,Yes
FB10546,2023-03-17,Q1-2023,Tata Motors,Manufacturing,Delhi NCR,IoT Solutions,Rahul Gupta,12,329834718.0,Mixed experience overall. Some aspects of the project were well executed while others needed improvement and additional rework.,3,5,Detractor,No,Yes
FB10725,2023-10-22,Q4-2023,AirExpress,Aviation,Kolkata,Application Development,Divya Menon,29,395712113.0,Impressed with the technical expertise. Some minor issues arose but were resolved promptly and professionally by the team.,4,1,Detractor,No,Yes
FB10683,2022-05-07,Q2-2022,FuelTech,Oil & Gas,Kolkata,Cloud Migration,Priya Nair,16,295863508.0,Highly satisfied with the overall engagement. The team showed strong technical capabilities and delivered a quality solution as promised.,4,2,Detractor,No,Yes
FB10098,2022-01-03,Q1-2022,Tech Solutions Ltd,IT & Technology,Kolkata,IT Managed Services,Vikram Singh,21,364395236.0,Terrible experience from start to finish. The team lacked basic technical knowledge and project outcome was a complete disaster.,1,9,Promoter,Yes,No
FB10804,2023-01-27,Q1-2023,Bajaj Finance,Banking & Finance,Bangalore,Cloud Migration,Rahul Gupta,19,50057417.0,Superb technical expertise and excellent project management. Understood our complex requirements and delivered a perfect solution.,5,8,Passive,Yes,Yes
FB10727,2022-12-01,Q4-2022,Bajaj Finance,Banking & Finance,Pune,Database Management,Rahul Gupta,32,349128999.0,Highly satisfied with the overall engagement. The team showed strong technical capabilities and delivered a quality solution as promised.,4,10,Promoter,Yes,Yes
FB10573,2023-01-16,Q1-2023,Bajaj Finance,Banking & Finance,Delhi NCR,Digital Transformation,Pooja Iyer,31,415581447.0,Satisfactory project delivery. The solution is functional and meets basic requirements though there is room for optimization.,3,3,Detractor,No,No
FB10406,2023-05-17,Q2-2023,SkyJet,Aviation,Bangalore,DevOps Implementation,Amit Patel,25,376307213.0,Decent technical work but project management needs significant improvement. Deliverables met basic standards nothing extraordinary.,3,6,Detractor,No,Yes
FB10502,2023-06-21,Q2-2023,OilCorp,Oil & Gas,Chennai,IoT Solutions,Neha Joshi,22,454916960.0,Mixed experience overall. Some aspects of the project were well executed while others needed improvement and additional rework.,3,8,Passive,No,Yes
FB10047,2022-06-28,Q2-2022,Bajaj Finance,Banking & Finance,Pune,DevOps Implementation,Arjun Mehta,22,206007209.0,Total failure in project delivery. System went live with critical bugs causing major business disruption for weeks after go live.,1,0,Detractor,Yes,No
FB10032,2022-05-16,Q2-2022,NetCom,Telecom,Bangalore,Cybersecurity Solutions,Rahul Gupta,25,441027766.0,Worst vendor experience we have encountered. Every commitment was broken and the delivered solution is completely non functional.,1,3,Detractor,Yes,No
FB10779,2022-09-30,Q3-2022,Tata Motors,Manufacturing,Mumbai,IT Managed Services,Amit Patel,26,359023873.0,Good collaboration and project management. The solution delivered is robust and team provided excellent knowledge transfer.,4,5,Detractor,No,Yes
FB10839,2023-10-01,Q4-2023,OilCorp,Oil & Gas,Chennai,Cybersecurity Solutions,Sneha Reddy,16,123314425.0,Best vendor experience we have ever had. Every commitment was met and the quality of work surpassed our requirements significantly.,5,6,Detractor,No,Yes
FB10200,2023-10-20,Q4-2023,SkyJet,Aviation,Bangalore,DevOps Implementation,Rahul Gupta,22,244057685.0,Disappointed with the project delivery. Multiple deadlines were missed and quality of deliverables was below agreed standards.,2,10,Promoter,Yes,No
FB10134,2022-05-14,Q2-2022,GridTech,Energy & Utilities,Kolkata,IoT Solutions,Divya Menon,6,295300216.0,Catastrophic project delivery that has severely impacted our business. We are pursuing contract penalties due to magnitude of failures.,1,8,Passive,Yes,No
FB10027,2023-08-17,Q3-2023,Fortis Healthcare,Healthcare,Mumbai,Data Analytics Platform,Sneha Reddy,6,375247902.0,Complete waste of time and resources. The vendor overpromised dramatically and delivered solution does not meet any requirements.,1,0,Detractor,Yes,Yes
FB10880,2022-12-12,Q4-2022,Alpha Bank,Banking & Finance,Mumbai,Network Infrastructure,Rajesh Sharma,15,341579965.0,Best vendor experience we have ever had. Every commitment was met and the quality of work surpassed our requirements significantly.,5,3,Detractor,Yes,Yes
FB10230,2022-01-07,Q1-2022,Prime Bank,Banking & Finance,Delhi NCR,Application Development,Divya Menon,19,194869323.0,Poor communication from the project team throughout the engagement. Had to follow up multiple times for basic status updates.,2,7,Passive,Yes,No
FB10489,2022-09-23,Q3-2022,Tech Solutions Ltd,IT & Technology,Kolkata,AI/ML Implementation,Neha Joshi,14,276538883.0,Project team was professional but delivery took longer than expected. End result is satisfactory though not particularly impressive.,3,4,Detractor,No,No
FB10772,2022-08-29,Q3-2022,Finance Ministry,Government,Bangalore,Network Infrastructure,Pooja Iyer,16,280631103.0,Good collaboration and project management. The solution delivered is robust and team provided excellent knowledge transfer.,4,5,Detractor,Yes,Yes
FB10378,2023-04-15,Q2-2023,NetCom,Telecom,Hyderabad,AI/ML Implementation,Vikram Singh,3,394342566.0,Not happy with the project outcome. Key milestones were missed and quality of work did not match what was promised initially.,2,9,Promoter,Yes,No
FB10288,2022-07-31,Q3-2022,Tata Motors,Manufacturing,Kolkata,AI/ML Implementation,Pooja Iyer,36,244048369.0,The implementation caused significant issues for our business. Post deployment support has been inadequate and slow to respond.,2,7,Passive,Yes,Yes
FB10418,2023-12-23,Q4-2023,Reliance Retail,Retail & E-commerce,Mumbai,DevOps Implementation,Divya Menon,36,384926716.0,Decent technical work but project management needs significant improvement. Deliverables met basic standards nothing extraordinary.,3,10,Promoter,No,No
FB10674,2023-01-05,Q1-2023,Global IT Corp,IT & Technology,Bangalore,ERP Implementation,Rajesh Sharma,29,319942332.0,Good collaboration and project management. The solution delivered is robust and team provided excellent knowledge transfer.,4,0,Detractor,No,Yes
FB10391,2022-11-09,Q4-2022,Max Healthcare,Healthcare,Kolkata,Data Analytics Platform,Neha Joshi,20,214784366.0,The implementation caused significant issues for our business. Post deployment support has been inadequate and slow to respond.,2,6,Detractor,Yes,No
FB10592,2023-11-18,Q4-2023,RailTickets,Government,Bangalore,Network Infrastructure,Amit Patel,11,71467337.0,Acceptable delivery overall. We have concerns about long term support but immediate project objectives were adequately met.,3,10,Promoter,Yes,Yes
FB10498,2022-08-29,Q3-2022,Apollo Hospitals,Healthcare,Delhi NCR,ERP Implementation,Rajesh Sharma,19,470516482.0,Neither impressed nor disappointed. Project delivered with some compromise on scope and timeline. Results within acceptable range.,3,3,Detractor,Yes,Yes
FB10138,2022-07-04,Q3-2022,PayFast,Fintech,Mumbai,DevOps Implementation,Vikram Singh,20,352835893.0,Unacceptable quality and project management. Solution has caused data integrity issues and we have lost significant business value.,1,4,Detractor,Yes,No
FB10062,2022-12-01,Q4-2022,Mahindra Group,Manufacturing,Chennai,AI/ML Implementation,Sneha Reddy,24,381808705.0,Extremely disappointed with the entire engagement. Project was delivered months late with critical quality issues still unresolved.,1,6,Detractor,Yes,No
FB10471,2022-01-08,Q1-2022,Reliance Retail,Retail & E-commerce,Pune,Cybersecurity Solutions,Rajesh Sharma,36,63325159.0,Average experience with this vendor. The solution works adequately but does not fully meet all requirements specified during scoping.,3,6,Detractor,Yes,No
FB10647,2022-12-10,Q4-2022,Finance Ministry,Government,Hyderabad,DevOps Implementation,Priya Nair,6,259794558.0,Satisfied with the engagement overall. The team showed dedication and the final solution is working well for our requirements.,4,0,Detractor,No,Yes
FB10128,2023-04-15,Q2-2023,PayFast,Fintech,Bangalore,Cloud Migration,Rahul Gupta,4,35108577.0,Unacceptable quality and project management. Solution has caused data integrity issues and we have lost significant business value.,1,7,Passive,Yes,No
FB10976,2022-01-01,Q1-2022,SkyJet,Aviation,Mumbai,Cloud Migration,Amit Patel,6,331913225.0,Best vendor experience we have ever had. Every commitment was met and the quality of work surpassed our requirements significantly.,5,3,Detractor,No,Yes
FB10520,2022-04-09,Q2-2022,Bajaj Finance,Banking & Finance,Mumbai,DevOps Implementation,Divya Menon,36,331151060.0,Neither impressed nor disappointed. Project delivered with some compromise on scope and timeline. Results within acceptable range.,3,2,Detractor,Yes,Yes
FB10838,2022-06-16,Q2-2022,PayFast,Fintech,Bangalore,Data Analytics Platform,Arjun Mehta,9,229879537.0,Incredible work by the entire project team. The digital transformation has completely revolutionized our business processes.,5,7,Passive,Yes,Yes
FB10962,2023-05-15,Q2-2023,AirExpress,Aviation,Kolkata,Application Development,Neha Joshi,6,181093312.0,World class implementation team that delivered an innovative solution on time and within budget. Extremely satisfied with every aspect.,5,5,Detractor,No,Yes
FB10064,2022-01-21,Q1-2022,Metro Bank,Banking & Finance,Delhi NCR,Cloud Migration,Sneha Reddy,12,123079746.0,Worst vendor experience we have encountered. Every commitment was broken and the delivered solution is completely non functional.,1,7,Passive,Yes,No
FB10812,2022-09-14,Q3-2022,Metro Bank,Banking & Finance,Hyderabad,Application Development,Vikram Singh,27,499624725.0,Perfect delivery with zero issues during go live. The team demonstrated world class expertise and professionalism throughout the entire engagement.,5,9,Promoter,No,Yes
FB10014,2023-10-03,Q4-2023,SteelCorp,Manufacturing,Mumbai,ERP Implementation,Rahul Gupta,22,421626327.0,Terrible experience from start to finish. The team lacked basic technical knowledge and project outcome was a complete disaster.,1,8,Passive,Yes,No
FB10156,2022-06-26,Q2-2022,PowerGen,Energy & Utilities,Pune,Digital Transformation,Rahul Gupta,5,127633143.0,Worst vendor experience we have encountered. Every commitment was broken and the delivered solution is completely non functional.,1,7,Passive,Yes,No
FB10040,2023-11-17,Q4-2023,GridTech,Energy & Utilities,Kolkata,AI/ML Implementation,Arjun Mehta,18,137068826.0,Extremely disappointed with the entire engagement. Project was delivered months late with critical quality issues still unresolved.,1,1,Detractor,Yes,No
FB10492,2023-10-08,Q4-2023,Apollo Hospitals,Healthcare,Delhi NCR,Network Infrastructure,Pooja Iyer,36,269321381.0,Mixed experience overall. Some aspects of the project were well executed while others needed improvement and additional rework.,3,7,Passive,No,No
FB10379,2023-08-04,Q3-2023,City Bank,Banking & Finance,Delhi NCR,Network Infrastructure,Amit Patel,9,462839443.0,Dissatisfied with the level of expertise demonstrated. Team could not handle the technical complexity of our requirements well.,2,9,Promoter,Yes,Yes
FB10187,2023-11-27,Q4-2023,ShopEasy,Retail & E-commerce,Delhi NCR,Cloud Migration,Neha Joshi,31,474667647.0,Absolutely disgusted with the service received. Solution delivered does not work and team has been unable to fix critical issues.,1,5,Detractor,Yes,No
FB10763,2022-03-30,Q1-2022,RailTickets,Government,Delhi NCR,DevOps Implementation,Rahul Gupta,22,386011967.0,Impressed with the technical expertise. Some minor issues arose but were resolved promptly and professionally by the team.,4,7,Passive,No,Yes
FB10216,2023-05-29,Q2-2023,Bajaj Finance,Banking & Finance,Chennai,IoT Solutions,Sneha Reddy,33,437044766.0,Not happy with the project outcome. Key milestones were missed and quality of work did not match what was promised initially.,2,0,Detractor,Yes,No
FB10791,2023-04-02,Q2-2023,SkyJet,Aviation,Delhi NCR,ERP Implementation,Pooja Iyer,7,187800637.0,Very good project delivery with minor delays that were well communicated. The solution is working excellently and support is great.,4,9,Promoter,No,Yes
FB10052,2023-12-14,Q4-2023,SteelCorp,Manufacturing,Delhi NCR,Network Infrastructure,Sneha Reddy,36,234952193.0,Extremely disappointed with the entire engagement. Project was delivered months late with critical quality issues still unresolved.,1,8,Passive,Yes,Yes
FB10878,2023-10-13,Q4-2023,National Insurance,Insurance,Kolkata,IoT Solutions,Rajesh Sharma,36,322301034.0,Absolutely outstanding service delivery. The team exceeded every expectation and delivered well ahead of schedule with exceptional quality.,5,6,Detractor,Yes,Yes
FB10337,2022-07-30,Q3-2022,NationalAir,Aviation,Mumbai,IoT Solutions,Vikram Singh,36,491642292.0,Disappointed with the project delivery. Multiple deadlines were missed and quality of deliverables was below agreed standards.,2,6,Detractor,Yes,No
FB10748,2022-01-06,Q1-2022,OilCorp,Oil & Gas,Pune,Data Analytics Platform,Neha Joshi,24,485036404.0,Good collaboration and project management. The solution delivered is robust and team provided excellent knowledge transfer.,4,5,Detractor,No,Yes
FB10719,2023-08-22,Q3-2023,PayFast,Fintech,Bangalore,Digital Transformation,Divya Menon,27,403891596.0,Highly satisfied with the overall engagement. The team showed strong technical capabilities and delivered a quality solution as promised.,4,6,Detractor,No,Yes
FB10724,2022-11-05,Q4-2022,Mahindra Group,Manufacturing,Bangalore,Cloud Migration,Arjun Mehta,8,468479590.0,Impressed with the technical expertise. Some minor issues arose but were resolved promptly and professionally by the team.,4,4,Detractor,No,Yes
FB10295,2022-09-02,Q3-2022,FuelTech,Oil & Gas,Mumbai,ERP Implementation,Divya Menon,22,62889707.0,Unsatisfactory project execution. Several critical requirements were not met and team struggled with basic technical challenges.,2,5,Detractor,Yes,No
FB10701,2023-09-24,Q3-2023,Reliance Retail,Retail & E-commerce,Chennai,Application Development,Neha Joshi,25,384403030.0,Very good project delivery with minor delays that were well communicated. The solution is working excellently and support is great.,4,5,Detractor,No,Yes
FB10251,2023-08-25,Q3-2023,NationalAir,Aviation,Kolkata,Digital Transformation,Sneha Reddy,16,242300132.0,Below par delivery with multiple issues that impacted our business operations. Support response has been slow and inadequate.,2,5,Detractor,Yes,No
FB10726,2023-03-09,Q1-2023,GridTech,Energy & Utilities,Pune,Network Infrastructure,Divya Menon,9,413078429.0,Good collaboration and project management. The solution delivered is robust and team provided excellent knowledge transfer.,4,8,Passive,No,Yes
FB10461,2023-11-01,Q4-2023,OilCorp,Oil & Gas,Hyderabad,Network Infrastructure,Divya Menon,7,260748134.0,Neither impressed nor disappointed. Project delivered with some compromise on scope and timeline. Results within acceptable range.,3,3,Detractor,No,No
FB10455,2022-03-19,Q1-2022,GridTech,Energy & Utilities,Pune,DevOps Implementation,Priya Nair,4,425545700.0,Acceptable delivery overall. We have concerns about long term support but immediate project objectives were adequately met.,3,9,Promoter,Yes,No
FB10996,2023-10-05,Q4-2023,Max Healthcare,Healthcare,Delhi NCR,Digital Transformation,Vikram Singh,3,397238215.0,Absolutely outstanding service delivery. The team exceeded every expectation and delivered well ahead of schedule with exceptional quality.,5,1,Detractor,Yes,Yes
FB10815,2022-08-04,Q3-2022,Reliance Retail,Retail & E-commerce,Bangalore,Cybersecurity Solutions,Divya Menon,32,479701376.0,Remarkable results delivered by a highly skilled team. Business outcomes have exceeded all targets we had set for this project.,5,0,Detractor,No,Yes
FB10862,2023-09-10,Q3-2023,Prime Bank,Banking & Finance,Pune,AI/ML Implementation,Neha Joshi,28,490185197.0,Absolutely outstanding service delivery. The team exceeded every expectation and delivered well ahead of schedule with exceptional quality.,5,6,Detractor,No,Yes
FB10269,2023-09-21,Q3-2023,Max Healthcare,Healthcare,Hyderabad,Digital Transformation,Divya Menon,28,484615661.0,Poor communication from the project team throughout the engagement. Had to follow up multiple times for basic status updates.,2,5,Detractor,Yes,Yes
FB10201,2023-03-27,Q1-2023,National Bank,Banking & Finance,Delhi NCR,IoT Solutions,Rajesh Sharma,29,244704309.0,Unsatisfactory project execution. Several critical requirements were not met and team struggled with basic technical challenges.,2,3,Detractor,Yes,No
FB10161,2023-10-24,Q4-2023,FuelTech,Oil & Gas,Mumbai,IoT Solutions,Rahul Gupta,30,256701801.0,Absolutely disgusted with the service received. Solution delivered does not work and team has been unable to fix critical issues.,1,0,Detractor,Yes,No
FB10555,2023-08-23,Q3-2023,GridTech,Energy & Utilities,Delhi NCR,IT Managed Services,Priya Nair,11,199568024.0,Decent technical work but project management needs significant improvement. Deliverables met basic standards nothing extraordinary.,3,7,Passive,No,Yes
FB10729,2023-10-27,Q4-2023,Apollo Hospitals,Healthcare,Pune,Cybersecurity Solutions,Rahul Gupta,11,424245413.0,Highly satisfied with the overall engagement. The team showed strong technical capabilities and delivered a quality solution as promised.,4,5,Detractor,No,Yes
FB10401,2022-12-17,Q4-2022,Metro Bank,Banking & Finance,Delhi NCR,ERP Implementation,Amit Patel,29,493659842.0,Okay experience with this vendor. Performance has been average and they meet minimum commitments without going beyond contract.,3,2,Detractor,No,No
FB10702,2023-01-11,Q1-2023,ShopEasy,Retail & E-commerce,Kolkata,Cloud Migration,Amit Patel,25,405728947.0,Very good project delivery with minor delays that were well communicated. The solution is working excellently and support is great.,4,10,Promoter,Yes,Yes
FB10476,2022-03-23,Q1-2022,National Bank,Banking & Finance,Bangalore,Data Analytics Platform,Sneha Reddy,5,363624883.0,Decent technical work but project management needs significant improvement. Deliverables met basic standards nothing extraordinary.,3,9,Promoter,No,No
FB10821,2023-08-03,Q3-2023,Apollo Hospitals,Healthcare,Pune,IT Managed Services,Sneha Reddy,14,37353509.0,Remarkable results delivered by a highly skilled team. Business outcomes have exceeded all targets we had set for this project.,5,1,Detractor,No,Yes
FB10771,2023-05-10,Q2-2023,PowerGen,Energy & Utilities,Pune,IoT Solutions,Priya Nair,11,90779096.0,Impressed with the technical expertise. Some minor issues arose but were resolved promptly and professionally by the team.,4,9,Promoter,No,Yes
FB10105,2023-12-12,Q4-2023,PowerGen,Energy & Utilities,Delhi NCR,Digital Transformation,Pooja Iyer,22,452194911.0,Worst vendor experience we have encountered. Every commitment was broken and the delivered solution is completely non functional.,1,0,Detractor,Yes,No
FB10565,2023-12-25,Q4-2023,TeleConnect,Telecom,Kolkata,IoT Solutions,Neha Joshi,21,216391535.0,The project was completed as per scope but there were notable delays. Technical quality was acceptable though not exceptional.,3,4,Detractor,No,No
FB10389,2023-08-09,Q3-2023,Alpha Bank,Banking & Finance,Delhi NCR,Network Infrastructure,Rajesh Sharma,16,429270038.0,Poor communication from the project team throughout the engagement. Had to follow up multiple times for basic status updates.,2,10,Promoter,Yes,Yes
FB10001,2022-08-27,Q3-2022,Metro Bank,Banking & Finance,Delhi NCR,Cloud Migration,Priya Nair,35,302999271.0,Deeply dissatisfied with every aspect of this engagement. This has been the worst technology investment our company has ever made.,1,8,Passive,Yes,Yes
FB10937,2023-08-31,Q3-2023,Reliance Retail,Retail & E-commerce,Kolkata,IoT Solutions,Priya Nair,14,195060140.0,Incredible work by the entire project team. The digital transformation has completely revolutionized our business processes.,5,4,Detractor,No,Yes
FB10982,2023-04-05,Q2-2023,SkyJet,Aviation,Bangalore,IT Managed Services,Divya Menon,10,455870344.0,World class implementation team that delivered an innovative solution on time and within budget. Extremely satisfied with every aspect.,5,7,Passive,Yes,Yes
FB10561,2022-12-24,Q4-2022,Apollo Hospitals,Healthcare,Pune,ERP Implementation,Rajesh Sharma,5,76960336.0,Completed the engagement as agreed but communication could have been more proactive throughout the project lifecycle.,3,10,Promoter,Yes,No
FB10080,2022-03-17,Q1-2022,City Bank,Banking & Finance,Chennai,Digital Transformation,Arjun Mehta,6,80104868.0,Terrible experience from start to finish. The team lacked basic technical knowledge and project outcome was a complete disaster.,1,9,Promoter,Yes,No
FB10205,2023-05-25,Q2-2023,GlobalPhone,Telecom,Bangalore,Application Development,Pooja Iyer,4,49574302.0,The implementation caused significant issues for our business. Post deployment support has been inadequate and slow to respond.,2,6,Detractor,Yes,No
FB10034,2023-07-21,Q3-2023,Reliance Retail,Retail & E-commerce,Pune,Digital Transformation,Priya Nair,12,139812365.0,Worst vendor experience we have encountered. Every commitment was broken and the delivered solution is completely non functional.,1,9,Promoter,Yes,Yes
FB10775,2023-11-17,Q4-2023,NationalAir,Aviation,Hyderabad,IoT Solutions,Rahul Gupta,9,354670434.0,Very satisfied with the project outcome. The implementation was smooth and post deployment support has been responsive and helpful.,4,7,Passive,No,Yes
FB10508,2023-03-25,Q1-2023,City Bank,Banking & Finance,Delhi NCR,Data Analytics Platform,Vikram Singh,3,120241196.0,Acceptable delivery overall. We have concerns about long term support but immediate project objectives were adequately met.,3,0,Detractor,No,No
FB10427,2023-03-20,Q1-2023,Alpha Bank,Banking & Finance,Hyderabad,IT Managed Services,Rajesh Sharma,33,462563583.0,Neither impressed nor disappointed. Project delivered with some compromise on scope and timeline. Results within acceptable range.,3,9,Promoter,No,Yes
FB10454,2023-07-19,Q3-2023,National Insurance,Insurance,Chennai,AI/ML Implementation,Vikram Singh,9,92006230.0,Satisfactory project delivery. The solution is functional and meets basic requirements though there is room for optimization.,3,4,Detractor,Yes,Yes
FB10366,2022-12-17,Q4-2022,Tech Solutions Ltd,IT & Technology,Mumbai,Data Analytics Platform,Priya Nair,13,444525978.0,Unsatisfactory project execution. Several critical requirements were not met and team struggled with basic technical challenges.,2,2,Detractor,Yes,No
FB10091,2023-11-10,Q4-2023,Tech Solutions Ltd,IT & Technology,Bangalore,Network Infrastructure,Pooja Iyer,28,407715187.0,Worst vendor experience we have encountered. Every commitment was broken and the delivered solution is completely non functional.,1,8,Passive,Yes,Yes
FB10339,2023-08-30,Q3-2023,GlobalPhone,Telecom,Mumbai,ERP Implementation,Arjun Mehta,6,220316525.0,Poor communication from the project team throughout the engagement. Had to follow up multiple times for basic status updates.,2,2,Detractor,Yes,Yes
FB10897,2022-10-18,Q4-2022,Mahindra Group,Manufacturing,Chennai,Application Development,Vikram Singh,27,283260340.0,Perfect delivery with zero issues during go live. The team demonstrated world class expertise and professionalism throughout the entire engagement.,5,1,Detractor,No,Yes
FB10564,2022-10-09,Q4-2022,TeleConnect,Telecom,Pune,ERP Implementation,Priya Nair,24,265891103.0,Acceptable delivery overall. We have concerns about long term support but immediate project objectives were adequately met.,3,3,Detractor,No,No
FB10345,2023-02-15,Q1-2023,Metro Bank,Banking & Finance,Delhi NCR,Cybersecurity Solutions,Amit Patel,26,344711205.0,Poor communication from the project team throughout the engagement. Had to follow up multiple times for basic status updates.,2,10,Promoter,Yes,Yes
FB10776,2022-04-15,Q2-2022,Finance Ministry,Government,Kolkata,Database Management,Neha Joshi,5,256116335.0,Highly satisfied with the overall engagement. The team showed strong technical capabilities and delivered a quality solution as promised.,4,10,Promoter,No,Yes
FB10241,2022-01-24,Q1-2022,GridTech,Energy & Utilities,Kolkata,Cybersecurity Solutions,Rajesh Sharma,22,234186931.0,Dissatisfied with the level of expertise demonstrated. Team could not handle the technical complexity of our requirements well.,2,8,Passive,Yes,No
FB10013,2022-10-28,Q4-2022,SteelCorp,Manufacturing,Mumbai,DevOps Implementation,Divya Menon,30,83288088.0,Unacceptable quality and project management. Solution has caused data integrity issues and we have lost significant business value.,1,0,Detractor,Yes,No
